"gross","budget","numGenres","imdbScore","numCriticReviews","numMovieFacebookLikes","castMovieLikes","numFacesInPoster","directorFacebookLikes","contentRating","duration","titleYear"
12,64,2,7,3,1,3,1,13,2,6,5
6,70,2,6,3,3,6,6,8,2,6,7
5,74,3,7,3,3,3,3,19,2,7,6
8,82,4,7,3,1,3,2,1,1,7,5
4,6,2,8,3,3,3,1,4,2,6,7
5,12,2,10,3,1,3,1,4,2,6,7
5,17,2,8,3,3,3,1,10,1,6,6
8,26,3,8,3,1,3,1,8,3,6,3
8,26,3,8,3,1,3,1,8,3,6,3
6,31,2,9,3,7,8,1,1,2,7,3
5,35,3,1,3,1,3,3,3,3,6,7
3,42,2,9,3,4,10,2,3,2,6,7
7,45,6,4,3,4,3,1,3,3,6,4
5,47,3,8,3,1,3,1,4,3,6,3
6,47,3,11,3,1,10,4,19,1,7,4
6,47,3,11,3,1,10,4,19,1,7,4
5,58,3,5,3,1,7,1,6,1,6,5
6,64,3,9,3,1,3,3,13,3,7,6
8,76,3,8,3,1,3,1,6,1,8,6
7,77,3,8,3,1,3,1,19,2,6,6
8,78,3,7,3,1,8,1,25,2,6,4
5,82,3,6,3,1,8,1,4,1,6,4
4,1,2,9,3,5,1,1,1,1,6,4
5,6,4,9,3,1,3,2,3,1,6,4
5,10,1,9,3,3,3,2,3,1,7,6
12,24,3,10,3,5,8,2,10,3,6,4
7,30,4,10,3,1,4,1,13,8,12,1
8,35,1,9,3,1,3,2,18,2,3,5
5,39,3,6,3,3,3,6,8,2,5,7
7,51,2,9,3,9,3,1,13,3,7,8
12,51,2,9,3,1,4,3,13,2,6,4
7,53,3,6,3,7,3,2,4,2,11,7
8,64,2,6,3,3,3,2,13,2,5,7
7,67,4,10,3,1,9,1,1,2,12,4
6,86,4,6,3,1,9,1,19,2,7,6
5,91,3,6,3,4,4,4,17,2,7,5
1,4,3,8,3,1,4,3,3,1,6,7
7,18,3,6,3,1,3,1,1,2,7,7
7,19,1,10,3,1,5,4,1,1,7,3
6,33,2,3,3,3,4,2,3,2,5,7
12,37,4,9,3,1,11,2,18,1,7,4
2,41,3,5,3,1,10,6,8,1,6,7
6,60,2,9,3,5,8,3,12,2,7,6
5,64,3,6,3,3,9,1,18,1,6,7
8,69,2,6,3,1,6,5,19,2,6,7
6,70,1,5,3,3,3,3,4,2,6,7
6,76,4,9,3,1,3,1,10,1,6,6
5,9,1,9,3,1,9,3,21,1,6,4
3,17,2,3,3,1,3,1,4,1,6,7
2,19,2,8,3,1,3,3,3,1,6,7
5,31,2,7,3,1,2,2,13,2,4,7
8,35,4,9,3,1,9,1,19,2,4,6
5,37,2,6,3,1,6,5,3,1,7,6
8,37,1,9,3,7,7,1,4,3,6,8
6,45,3,7,3,1,7,3,3,2,4,6
8,49,5,9,3,1,7,1,1,1,7,5
5,51,1,4,3,4,3,5,2,1,6,7
5,53,2,6,3,1,9,2,3,2,5,7
5,57,3,7,3,3,8,6,6,1,6,7
6,58,4,9,3,1,8,3,1,2,6,4
5,60,5,7,3,3,8,5,1,2,7,6
6,64,4,6,3,3,4,2,4,2,6,7
7,64,3,8,3,1,3,3,1,1,7,4
5,68,4,3,3,3,5,6,3,3,4,7
4,69,3,5,3,3,3,1,4,1,6,7
4,2,2,8,3,3,3,2,13,2,6,7
4,4,2,9,3,3,2,2,6,9,6,7
7,19,2,10,3,1,2,3,18,1,7,4
6,29,3,4,3,3,4,2,1,2,6,7
4,39,4,2,3,3,2,5,3,2,5,7
5,43,1,10,3,1,3,1,24,3,6,4
5,47,4,9,3,1,2,2,18,2,6,3
5,51,4,7,3,3,3,3,19,1,6,7
7,51,4,6,3,5,3,1,4,2,7,7
13,53,4,8,3,1,3,1,3,3,6,5
6,64,1,9,3,3,8,4,9,1,8,6
6,72,2,6,3,3,4,1,4,2,6,7
8,74,3,8,3,1,10,4,18,1,8,5
8,81,5,7,3,1,2,1,13,2,7,6
2,1,2,6,3,3,7,4,18,1,4,7
4,2,3,10,3,3,3,3,4,6,6,1
3,4,2,8,3,3,3,1,11,1,6,7
4,18,2,4,3,3,4,5,13,1,6,7
4,29,3,7,3,3,3,2,6,2,6,7
5,41,3,7,3,3,3,1,4,1,7,7
6,41,3,7,3,3,3,1,3,1,7,6
5,51,2,4,3,1,3,10,3,2,6,7
5,55,2,7,3,1,3,1,3,2,6,7
5,55,2,7,3,1,3,1,3,2,6,7
5,58,3,6,3,3,4,4,3,3,6,7
5,62,2,9,3,3,9,5,20,1,7,7
7,64,2,7,3,1,3,2,1,2,7,6
7,69,3,10,3,1,9,1,18,1,10,7
8,70,2,3,3,3,9,1,3,2,6,7
7,73,5,8,3,3,10,2,19,1,7,6
9,74,2,8,3,1,7,3,1,2,7,6
2,1,1,6,3,1,3,1,4,1,4,7
4,4,3,10,3,4,3,3,3,8,4,1
3,25,4,6,3,3,11,3,16,1,6,7
5,28,3,6,3,3,3,3,19,1,7,7
7,29,4,11,3,1,3,1,18,4,12,2
5,32,2,3,3,3,4,1,3,2,6,4
6,35,4,5,3,1,4,4,4,3,6,7
6,37,4,8,3,1,4,2,18,1,6,5
7,45,5,5,3,1,4,2,3,3,6,7
6,51,4,6,3,1,8,2,4,3,6,7
5,53,3,1,3,1,3,2,13,2,6,7
8,64,6,7,3,3,3,1,3,4,4,7
9,65,3,9,3,1,8,1,19,3,11,3
6,74,4,2,3,1,8,2,1,3,6,7
7,89,4,7,3,3,10,1,10,1,7,6
5,92,3,2,3,3,6,2,4,2,6,7
5,1,3,8,3,3,2,1,3,8,4,1
5,19,3,7,3,1,3,6,13,1,6,7
5,29,2,6,3,1,4,1,8,3,5,7
6,43,3,5,3,3,4,4,3,2,6,7
7,43,4,8,3,1,9,1,6,1,6,7
5,51,2,10,3,3,4,5,24,1,6,5
13,73,4,9,3,1,11,1,6,2,10,4
3,6,4,7,3,3,7,1,17,1,6,4
5,17,2,10,3,1,7,3,19,1,8,6
4,18,2,9,3,3,3,6,19,2,9,7
6,35,2,7,3,1,2,1,3,3,6,7
6,41,3,9,3,1,5,1,13,2,7,7
5,47,3,8,3,1,3,3,3,2,7,7
8,58,5,7,3,1,3,1,4,3,6,4
8,60,1,10,3,1,10,3,19,2,7,4
5,67,5,5,3,3,3,1,3,1,6,7
13,68,3,8,3,1,3,3,19,1,7,4
4,2,1,9,3,3,3,2,4,1,6,7
5,15,2,3,3,1,4,3,11,1,5,7
6,41,4,8,3,1,3,3,3,3,6,7
7,41,3,6,3,3,4,2,15,3,6,7
7,41,3,6,3,3,4,2,15,3,6,7
7,44,2,10,3,1,11,3,1,3,8,5
5,51,3,9,3,1,3,1,24,1,6,6
6,51,4,8,3,1,8,4,4,1,7,6
7,51,3,7,3,1,3,3,3,3,6,7
6,60,5,5,3,3,4,1,21,3,6,7
6,64,3,6,3,1,3,4,13,2,6,7
8,68,2,10,3,1,10,1,27,2,8,5
4,3,3,10,3,3,2,4,3,1,6,7
5,10,5,7,3,1,3,3,4,1,6,4
9,41,1,10,3,6,3,1,25,2,10,3
5,57,6,7,3,3,3,1,4,4,5,7
5,58,3,8,3,1,2,1,6,2,6,7
6,58,6,7,3,1,3,1,11,2,6,5
7,58,3,7,3,1,7,2,4,1,7,7
5,64,4,4,3,3,4,2,4,3,6,7
4,66,1,9,3,3,8,3,1,1,8,7
6,70,2,7,3,1,2,7,6,2,6,7
6,70,3,3,3,1,7,3,18,2,6,6
7,70,2,5,3,1,6,1,4,1,6,6
10,84,5,3,3,3,5,1,3,3,6,7
9,90,6,4,3,1,11,1,3,3,6,8
4,1,3,10,3,3,2,2,11,2,6,4
5,1,3,9,3,3,3,4,13,1,6,7
1,5,3,7,3,3,2,1,1,5,3,7
6,19,2,10,3,1,8,4,24,1,6,3
5,23,2,9,3,1,3,2,13,2,7,7
6,39,2,4,3,4,3,3,4,2,6,7
5,41,4,8,3,3,3,2,4,1,7,7
12,70,3,10,3,1,10,4,19,1,10,6
8,95,5,6,3,3,3,1,6,3,3,7
3,1,2,9,3,3,2,4,4,6,6,7
5,23,3,8,3,1,3,4,4,1,6,7
5,25,3,5,3,3,3,1,4,1,6,7
3,35,2,8,3,3,3,1,11,1,5,7
8,39,3,9,3,6,8,1,1,1,10,4
5,44,2,7,3,1,3,3,3,2,6,7
8,47,5,6,3,1,4,1,19,2,6,5
5,58,5,4,3,3,10,4,10,2,6,7
7,69,5,9,3,1,3,1,10,1,6,6
7,73,3,7,3,1,4,2,1,2,6,6
8,74,3,7,3,1,3,3,20,1,6,6
12,92,6,7,3,5,3,2,20,3,6,4
3,1,3,7,3,1,3,3,1,9,6,2
3,4,3,9,3,3,3,2,1,1,6,7
2,11,1,8,3,1,3,1,3,2,6,7
3,15,2,9,3,3,3,3,4,1,7,7
5,27,2,6,3,1,3,1,11,1,6,6
5,31,2,8,3,3,3,2,4,4,6,7
5,57,3,6,3,3,3,1,4,1,7,7
5,60,4,5,3,3,4,2,13,3,6,7
5,64,2,6,3,3,3,3,1,2,6,7
6,68,3,5,3,3,4,2,4,2,6,7
7,71,3,10,3,1,11,4,18,1,10,6
13,72,3,9,3,1,3,2,18,2,5,6
8,78,4,3,3,3,3,1,3,3,6,7
13,83,3,5,3,3,4,1,10,2,5,6
5,4,2,10,3,1,3,2,19,1,6,5
4,9,1,9,3,3,3,2,3,1,6,7
5,17,3,2,3,3,4,6,3,2,4,7
2,22,2,9,3,4,3,2,3,1,6,7
3,25,3,8,3,3,4,3,3,1,6,7
3,38,1,3,3,1,10,1,20,1,8,8
7,65,4,7,3,1,3,1,13,2,6,4
7,68,3,9,3,1,4,2,3,3,6,7
5,70,3,6,3,3,9,6,4,2,6,7
8,82,3,8,3,1,8,2,17,1,7,4
5,84,3,3,3,3,5,1,18,2,6,7
3,1,1,10,3,3,2,1,18,6,6,7
4,6,1,8,3,3,3,2,6,1,7,7
5,11,2,9,3,3,3,2,3,2,6,7
5,33,1,5,3,3,3,1,3,1,6,7
6,35,5,10,3,1,2,1,6,4,6,4
5,43,1,3,3,1,4,8,4,1,6,7
6,45,1,6,3,3,3,2,4,2,6,7
11,51,3,6,3,1,3,1,10,3,8,2
7,53,2,4,3,4,3,2,4,2,5,7
5,56,4,2,3,3,3,1,11,2,6,4
5,57,2,3,3,3,4,1,3,1,4,7
6,60,3,9,3,1,10,6,26,3,10,6
6,66,3,9,3,1,3,2,7,3,6,7
8,66,4,3,3,3,4,3,4,3,6,7
8,73,4,8,3,1,10,3,13,1,7,7
5,74,2,4,3,3,8,6,3,2,6,7
8,79,3,9,3,1,3,1,1,2,7,5
12,82,4,8,3,7,12,2,25,3,9,4
5,19,2,5,3,3,3,3,13,1,6,7
6,31,2,8,3,1,4,5,3,2,6,6
5,51,3,7,3,3,3,4,6,2,6,7
6,60,5,2,3,1,4,6,1,3,6,7
8,64,3,3,3,6,4,2,11,3,6,8
7,68,3,5,3,3,4,4,11,2,7,7
5,69,4,5,3,3,3,3,19,2,6,7
5,70,1,4,3,3,3,2,18,2,6,7
7,74,4,8,3,4,9,1,27,1,7,6
8,74,3,3,3,3,9,1,6,3,6,7
7,76,4,7,3,1,2,2,19,3,8,6
6,82,5,9,3,1,8,2,18,2,8,6
5,1,2,10,3,1,4,1,18,1,6,6
4,6,3,7,3,3,3,4,3,2,6,7
6,35,2,9,3,1,8,2,18,2,6,6
9,35,2,8,3,1,5,7,13,2,7,7
5,39,2,6,3,1,4,2,11,2,5,7
6,47,3,6,3,5,3,2,13,3,6,3
5,51,4,6,3,3,3,1,2,2,5,7
14,53,4,9,3,1,3,1,13,2,8,4
5,64,3,4,3,1,5,1,3,3,5,7
6,64,4,10,3,1,9,2,13,1,8,4
7,69,2,9,3,1,11,3,25,1,10,6
9,70,3,6,3,4,8,3,1,4,7,7
8,78,3,6,3,3,9,6,13,3,6,7
6,89,4,3,3,1,3,3,11,2,6,7
3,7,1,8,3,3,3,2,4,1,6,7
3,25,3,8,3,4,3,3,4,1,6,7
6,31,3,8,3,1,3,1,18,3,6,3
3,33,3,9,3,1,2,1,18,2,6,7
4,35,2,9,3,3,3,5,1,1,6,7
5,41,3,8,3,1,11,2,19,1,7,7
6,41,3,9,3,1,9,3,3,2,7,7
6,46,3,7,3,1,3,1,4,2,6,7
6,51,3,3,3,1,3,2,3,2,6,7
5,70,1,6,3,1,3,1,1,2,6,7
7,74,8,9,3,1,6,2,19,4,6,6
6,76,3,7,3,3,3,2,19,1,11,6
7,79,2,3,3,1,6,2,19,2,6,7
5,87,3,1,3,3,3,1,3,3,6,7
4,16,1,9,3,3,8,3,3,1,6,7
6,17,3,9,3,1,3,1,3,3,6,7
2,25,3,7,3,5,3,1,3,1,6,7
2,31,2,7,3,3,5,2,18,1,4,7
3,31,3,6,3,3,3,4,1,1,6,7
7,43,1,10,3,1,3,1,1,1,8,3
4,47,4,9,3,5,4,1,13,1,6,7
5,51,5,8,3,4,3,4,20,3,7,7
5,51,4,7,3,7,8,2,4,2,6,5
7,60,7,4,3,3,3,4,11,3,6,7
6,74,5,8,3,7,8,2,19,1,9,8
6,78,4,7,3,1,8,2,3,1,7,6
6,78,4,7,3,1,8,2,3,1,7,6
6,82,4,6,3,3,8,1,3,1,6,6
5,86,4,7,3,1,4,2,1,1,11,6
13,86,2,8,3,4,4,2,22,1,9,6
7,97,4,2,3,3,3,1,12,2,7,6
5,33,2,10,3,7,13,2,19,2,7,4
7,33,2,10,3,8,3,2,13,3,6,7
7,51,4,6,3,3,4,2,2,4,2,7
6,55,3,1,3,1,3,1,13,2,6,4
6,60,3,11,3,1,6,1,13,3,12,3
6,70,2,7,3,1,3,4,4,1,7,7
13,78,3,6,3,4,5,1,6,4,6,7
7,82,4,7,3,1,3,2,19,2,8,4
8,84,5,8,3,1,7,2,19,1,8,6
11,92,5,9,3,1,4,1,4,4,6,6
3,3,2,8,3,3,3,1,25,1,6,7
5,11,5,8,3,3,3,2,13,1,6,4
4,17,5,9,3,3,3,3,6,1,7,6
5,17,4,8,3,3,5,3,23,1,6,7
9,25,4,9,3,1,3,1,10,3,8,3
9,25,4,9,3,1,3,1,10,3,8,3
3,31,3,9,3,1,3,1,1,1,7,7
5,31,3,8,3,4,9,1,4,2,6,7
7,31,4,9,3,1,9,6,8,3,6,4
5,35,3,9,3,1,3,4,8,1,6,7
5,41,4,7,3,3,4,5,3,1,7,7
6,41,4,8,3,1,3,3,4,4,6,7
5,45,3,4,3,3,4,1,3,2,6,7
5,51,2,6,3,3,3,4,3,2,6,7
5,51,2,5,3,4,3,3,13,2,6,7
7,51,1,8,3,8,9,8,4,1,6,8
7,51,1,8,3,8,9,8,4,1,6,8
6,58,2,6,3,1,3,4,11,2,5,7
5,68,5,3,3,1,3,2,3,3,6,4
13,70,2,10,3,1,8,1,1,1,9,4
7,78,3,5,3,3,3,3,3,2,6,7
7,78,2,6,3,1,4,2,4,3,6,6
12,78,2,6,3,3,4,2,4,3,6,7
5,82,7,7,3,5,4,1,12,3,6,7
5,86,3,8,3,1,8,1,13,1,8,7
12,90,5,9,3,1,8,5,25,1,9,6
11,92,4,7,3,1,4,2,6,1,7,6
5,4,6,9,3,3,3,1,3,1,5,7
3,11,1,5,3,1,3,4,10,1,6,7
13,39,2,9,3,7,7,3,1,1,7,4
6,45,2,6,3,1,5,7,8,2,7,7
8,45,4,11,3,1,3,2,13,8,11,1
5,60,2,5,3,3,3,3,10,2,6,7
7,64,3,10,3,1,7,2,4,3,7,7
6,69,4,9,3,1,3,2,1,1,9,4
6,72,5,6,3,3,4,4,3,3,5,7
5,74,2,6,3,3,4,1,1,1,5,7
9,75,4,9,3,1,10,1,25,1,7,5
7,81,4,10,3,1,4,1,1,2,11,4
7,91,5,9,3,1,3,2,3,3,6,7
4,23,3,9,3,1,2,1,1,1,6,6
5,25,2,6,3,1,5,1,3,3,6,7
6,31,2,3,3,1,3,8,18,3,6,7
8,35,4,10,3,1,9,2,20,1,7,3
5,36,1,9,3,1,8,2,11,2,6,7
6,45,2,8,3,1,3,2,3,1,7,4
6,58,3,2,3,3,4,1,10,2,6,7
7,60,4,8,3,1,8,2,4,1,7,6
7,68,2,8,3,1,10,2,13,2,8,6
8,68,1,7,3,1,9,1,1,2,6,6
5,70,4,7,3,3,3,5,4,1,6,7
7,70,5,7,3,1,3,3,3,3,6,7
5,74,3,9,3,3,9,1,1,1,12,5
7,78,4,7,3,1,11,1,13,1,7,6
3,5,3,10,3,1,2,1,13,1,1,7
3,6,1,9,3,1,10,1,4,1,6,7
4,19,4,6,3,3,2,4,3,1,6,7
4,21,2,9,3,4,9,3,3,1,6,7
8,35,2,9,3,1,4,1,13,3,7,3
8,37,2,1,3,10,3,2,16,4,7,7
5,39,2,8,3,1,6,3,13,2,8,7
5,43,3,6,3,3,7,1,4,2,6,7
12,43,1,9,3,1,3,3,13,2,7,5
6,51,5,5,3,1,3,1,1,3,6,7
5,57,2,6,3,3,4,2,13,2,6,7
7,57,3,10,3,7,8,2,1,1,9,4
7,58,6,10,3,7,4,1,13,1,8,4
12,73,2,7,3,1,8,2,4,2,6,6
5,77,3,7,3,3,3,1,4,2,13,7
7,79,4,6,3,5,8,2,3,1,5,4
8,88,3,4,3,3,4,2,4,4,6,7
7,90,4,6,3,5,5,1,10,2,6,6
6,35,2,6,3,1,4,3,4,2,6,7
6,49,1,2,3,4,3,1,3,2,5,7
7,51,4,6,3,3,4,1,1,4,2,7
5,52,3,3,3,3,3,2,6,1,6,7
6,52,2,7,3,1,9,4,6,2,6,7
6,53,4,8,3,1,5,1,1,1,9,7
6,60,2,8,3,8,3,1,11,2,7,7
5,62,4,9,3,1,1,1,27,2,8,6
5,64,3,3,3,3,3,4,4,2,6,7
6,64,3,9,3,1,8,2,4,2,7,7
6,69,5,3,3,3,3,1,3,4,4,7
7,76,2,7,3,1,9,1,4,2,8,7
5,77,3,6,3,3,8,3,1,2,12,7
6,88,3,8,3,1,3,2,19,1,6,7
12,97,4,4,3,1,8,3,15,2,6,7
6,27,2,4,3,3,4,1,4,2,5,7
8,39,3,5,3,1,4,1,4,2,6,7
6,51,5,9,3,1,3,1,4,2,6,8
5,58,3,3,3,3,3,2,13,2,6,7
5,70,3,9,3,1,5,1,4,3,8,7
5,70,2,6,3,3,8,3,8,2,6,7
6,70,3,2,3,1,5,1,4,2,5,7
8,78,3,7,3,1,8,2,18,3,6,7
4,5,1,10,3,1,3,1,2,3,6,7
4,39,3,10,3,7,4,1,1,3,6,7
5,58,2,4,3,3,3,3,3,1,6,7
5,70,3,8,3,3,8,3,15,2,3,7
7,74,4,8,3,3,7,1,3,4,3,7
6,86,2,5,3,1,9,1,8,2,6,7
2,1,3,9,3,1,2,2,6,3,6,7
3,1,1,8,3,3,2,3,13,6,3,7
2,3,3,7,3,1,3,1,19,6,6,7
3,9,2,9,3,3,8,1,18,1,6,7
6,25,4,5,3,4,2,1,10,10,6,4
7,35,2,9,3,1,3,2,13,2,6,5
6,51,2,7,3,3,4,4,1,1,7,7
7,53,2,8,3,1,3,3,4,3,6,7
6,58,4,8,3,1,6,1,4,3,7,7
6,66,3,3,3,1,4,3,3,2,7,7
7,66,3,9,3,7,9,2,19,2,6,4
6,31,2,7,3,3,3,3,13,1,5,7
12,33,3,11,3,6,3,3,20,2,12,1
7,64,5,7,3,3,2,1,4,4,3,7
9,64,5,9,3,1,9,1,6,3,5,7
6,68,4,7,3,1,9,2,3,3,6,7
8,70,5,10,3,1,3,2,1,1,7,4
6,73,3,8,3,1,4,2,19,2,8,7
7,82,4,8,3,1,8,2,21,1,9,7
1,8,5,10,3,1,3,2,1,5,6,1
5,31,3,9,3,1,3,1,4,2,7,7
7,36,2,7,3,1,3,5,4,1,6,7
5,41,4,3,3,3,3,2,4,1,6,7
7,67,3,6,3,1,8,3,18,2,3,7
5,68,1,6,3,1,3,3,4,1,6,8
4,1,3,7,3,3,3,3,6,2,3,7
5,11,1,9,3,1,9,4,3,1,6,7
4,17,4,8,3,4,3,1,3,1,6,7
5,25,3,7,3,1,9,1,10,1,9,7
6,27,4,4,3,3,11,1,6,1,6,4
6,29,1,8,3,1,4,3,6,2,7,7
8,35,2,7,3,3,3,1,13,2,6,7
8,45,2,6,3,1,3,2,4,1,6,7
6,46,1,7,3,1,10,3,19,1,6,7
6,51,3,6,3,1,4,6,11,3,6,7
6,51,2,8,3,1,9,1,11,2,6,7
5,64,5,7,3,3,2,3,13,1,6,7
6,64,4,8,3,1,9,3,27,1,10,6
7,70,3,9,3,1,8,2,1,2,8,6
12,83,3,3,3,3,3,1,4,3,5,7
6,84,3,8,3,1,3,3,8,2,10,7
12,84,6,3,3,1,4,1,4,4,5,7
7,88,4,3,3,1,3,1,7,3,4,7
9,97,4,7,3,1,3,1,6,2,11,5
3,7,3,9,3,5,3,1,8,1,6,7
5,17,3,7,3,1,3,3,20,1,6,7
5,17,3,7,3,1,3,3,20,1,6,7
6,31,2,6,3,3,3,3,3,1,6,7
3,51,4,6,3,1,4,3,18,2,6,7
8,51,3,9,3,1,6,1,13,4,8,7
13,53,3,11,3,1,3,2,1,2,13,4
6,55,2,7,3,1,9,4,22,2,6,7
5,58,1,8,3,1,8,6,3,1,6,7
8,60,3,9,3,1,3,2,8,2,7,6
7,73,4,7,3,1,4,2,13,2,6,6
13,76,7,8,3,1,10,2,3,4,5,5
5,82,4,2,3,3,3,2,3,1,6,7
4,19,2,9,3,1,3,6,1,1,7,5
6,23,3,9,3,1,10,1,1,1,6,5
4,26,2,3,3,1,7,1,10,2,6,8
6,41,4,7,3,6,3,1,4,1,6,6
6,51,6,7,3,3,3,6,4,3,6,7
4,57,4,8,3,3,7,3,13,1,7,7
8,60,1,7,3,1,4,5,13,2,7,7
12,69,5,3,3,3,9,4,1,3,5,7
5,73,5,3,3,3,6,4,1,3,3,7
6,74,3,7,3,3,3,2,1,2,7,7
7,74,2,7,3,1,3,3,9,1,7,6
5,76,4,6,3,3,4,3,3,3,6,7
7,92,3,9,3,1,12,1,1,3,8,7
8,95,3,6,3,1,3,2,10,2,6,6
1,7,4,6,3,3,3,3,3,5,6,7
13,11,1,10,3,1,4,6,20,1,6,2
4,31,2,9,3,1,3,1,13,2,6,7
13,39,3,9,3,5,3,1,18,1,7,4
14,39,3,9,3,1,4,2,13,1,6,3
7,49,3,7,3,1,3,4,8,2,6,7
13,53,3,10,3,1,8,2,19,3,7,3
4,58,6,9,3,1,2,3,6,1,6,7
6,58,4,3,3,3,3,1,4,2,6,7
6,70,2,8,3,6,10,2,3,2,7,7
7,72,4,6,3,3,10,2,6,3,6,7
6,80,5,8,3,6,3,3,17,1,7,6
12,80,3,3,3,3,3,2,11,2,6,7
8,86,6,4,3,3,7,1,8,3,6,7
13,95,3,9,3,1,4,1,1,1,9,5
13,95,4,8,3,1,8,2,1,1,10,7
5,3,2,7,3,1,2,1,3,3,6,2
5,13,4,7,3,4,4,1,3,1,5,4
6,17,1,9,3,4,2,2,23,2,8,6
6,64,4,6,3,3,4,2,3,2,6,7
3,68,4,9,3,3,1,1,1,1,10,7
6,68,4,8,3,1,5,1,4,2,7,7
5,69,4,9,3,3,3,2,11,2,8,7
5,17,2,7,3,1,3,1,3,1,6,4
8,31,2,6,3,1,10,3,3,2,6,7
6,39,3,8,3,4,4,6,7,3,6,7
9,44,2,11,3,8,11,1,20,3,8,4
8,65,3,9,3,1,4,5,15,1,6,5
13,71,4,8,3,1,8,1,13,1,6,3
8,78,3,8,3,1,9,1,1,2,11,6
6,79,3,5,3,3,8,2,19,1,8,7
7,80,2,9,3,1,8,1,19,3,8,7
5,6,2,6,3,1,3,7,4,1,6,7
6,8,3,11,3,1,3,6,19,5,11,1
5,21,3,2,3,3,3,1,4,2,6,7
4,23,3,8,3,3,3,4,18,1,6,7
5,31,3,9,3,3,3,1,19,3,6,6
5,41,2,5,3,1,9,2,11,2,6,7
5,41,1,6,3,3,8,3,20,2,6,7
5,41,1,3,3,1,3,2,19,1,5,7
6,43,1,6,3,1,8,1,3,1,6,7
6,45,1,6,3,1,7,9,4,2,6,8
7,47,2,6,3,1,3,3,15,2,6,7
6,53,3,7,3,3,3,2,18,2,6,7
7,55,4,7,3,1,3,3,16,2,6,7
6,58,3,5,3,1,4,3,4,2,6,7
6,62,3,6,3,1,4,5,4,3,6,7
7,68,4,6,3,1,3,1,10,1,6,5
12,69,2,7,3,1,4,2,8,2,6,7
7,74,3,6,3,5,8,2,1,1,7,6
8,82,4,6,3,1,8,3,19,2,6,6
7,34,2,8,3,1,3,1,6,1,6,4
6,51,2,7,3,1,9,1,3,2,6,7
6,53,3,6,3,3,3,4,13,2,6,7
6,53,1,3,3,3,3,1,2,1,4,7
6,58,2,6,3,1,3,5,20,2,7,7
7,61,4,6,3,1,8,2,1,3,6,4
5,62,3,5,3,1,3,4,10,2,6,7
5,64,4,9,3,1,3,1,13,2,7,7
5,64,4,9,3,1,3,1,13,2,7,7
7,66,2,9,3,1,10,1,11,1,8,7
3,68,4,6,3,1,8,2,13,1,6,7
8,68,5,8,3,1,6,1,3,3,7,5
6,69,3,6,3,1,4,2,13,2,7,7
6,70,4,4,3,1,4,1,18,1,7,7
7,73,3,7,3,1,10,2,8,2,5,7
6,74,2,3,3,1,9,1,3,3,5,7
7,75,3,6,3,3,8,2,3,2,6,7
6,78,7,8,3,3,7,1,1,3,5,7
7,90,3,9,3,7,9,1,13,2,11,6
4,6,2,8,3,1,4,2,11,1,5,7
8,8,4,10,3,5,2,1,3,4,7,1
7,25,2,11,3,8,2,3,1,1,6,4
5,47,1,10,3,1,9,1,4,1,7,7
12,47,5,9,3,1,10,2,19,3,8,4
5,51,2,9,3,1,2,1,3,2,7,7
7,51,2,1,3,3,6,1,8,2,5,7
5,58,1,9,3,1,3,2,19,1,10,7
6,71,2,5,3,1,2,4,3,1,6,7
6,72,3,8,3,1,4,2,7,2,7,7
6,74,3,7,3,1,8,2,1,1,6,7
12,4,3,10,3,1,8,2,1,3,7,2
6,6,3,9,3,1,3,1,19,1,6,7
3,6,2,7,3,1,3,2,1,1,5,7
4,29,3,6,3,3,3,4,4,1,6,7
5,31,3,5,3,3,4,1,3,2,6,7
5,31,3,7,3,1,6,1,19,1,6,6
9,51,5,2,3,1,4,2,8,3,6,7
13,58,1,11,3,7,8,4,18,1,8,4
5,62,3,4,3,3,3,3,20,1,6,7
12,64,3,5,3,4,3,2,8,2,6,7
6,70,4,5,3,3,4,1,6,1,6,7
7,70,5,7,3,1,7,1,18,2,6,6
6,76,2,8,3,1,8,2,18,1,8,7
5,80,3,4,3,3,3,1,19,2,6,7
5,4,3,7,3,1,3,7,16,10,6,2
6,32,2,9,3,1,6,4,3,1,6,7
9,37,3,7,3,1,3,1,6,2,7,7
6,39,3,6,3,1,4,5,3,1,6,6
5,60,4,7,3,3,3,1,6,1,6,7
6,64,2,8,3,1,4,1,3,2,7,7
5,68,2,2,3,1,6,2,3,3,6,7
6,70,2,6,3,1,10,3,20,2,6,7
7,23,3,6,3,1,2,1,17,1,6,4
6,41,4,6,3,1,10,1,19,2,6,7
15,47,2,10,3,8,7,6,1,3,6,4
5,49,3,8,3,1,4,2,6,1,8,7
5,70,4,5,3,3,8,2,3,1,6,7
4,71,3,9,3,4,8,1,19,1,13,3
8,86,5,5,3,1,8,1,10,2,8,6
11,95,4,4,3,1,4,1,19,2,6,7
3,13,3,7,3,1,8,1,21,1,6,7
6,21,1,11,3,1,3,3,1,1,7,4
6,41,2,7,3,1,3,1,3,2,6,7
8,42,1,8,3,1,4,6,19,1,6,7
5,43,1,9,3,1,3,1,3,2,6,7
7,52,2,8,3,1,4,3,4,3,6,7
6,54,3,9,3,7,3,3,1,3,6,4
6,67,4,5,3,3,9,1,3,1,6,7
9,69,5,5,3,3,9,2,1,3,6,7
6,70,3,4,3,3,13,5,1,3,6,7
13,82,2,6,3,1,8,3,1,3,7,7
